Epoch,Train AUC,Test AUC
0,0.5256304,0.51764786
100,0.72329646,0.70338994
200,0.7760304,0.75474936
300,0.806069,0.7844571
400,0.82584065,0.80425036
500,0.8399103,0.81843936
