Epoch,Train AUC,Test AUC
0,0.5256304,0.51764786
100,0.72329646,0.70338994
200,0.7760304,0.75474936
300,0.806069,0.7844571
400,0.82584065,0.80425036
500,0.8399103,0.81843936
600,0.8503987,0.8291024
700,0.8584987,0.8373857
800,0.8649252,0.8439671
900,0.87014264,0.84935087
1000,0.87441456,0.8537816
1100,0.8779774,0.8574979
1200,0.8810139,0.8606643
1300,0.8836182,0.8634239
1400,0.88588417,0.86584306
1500,0.8878485,0.8679398
